condition_label,medical_abstract
2,"Colonic lipomas: outcome of endoscopic removal. Colonic lipomas are benign adipose tumors which are usually submucosal. With the increase in the number of endoscopic procedures being performed, these tumors are often detected incidentally at colonoscopy. Although the risks of removing these tumors have been recognized, numerous reports have documented safe removal by snare electrocautery. We have reviewed the clinical outcome and the endoscopic and histopathologic features of seven lipomas that were endoscopically removed over a 5-year period. Four patients recovered uneventfully, while three patients (42.8%) developed colonic perforation after the polypectomy. In the latter group, the lipomas were significantly larger than they were in the patients who did not develop colonic perforation (1.9 +/- 0.4 and 4.2 +/- 0.7 cm, respectively; p = 0.048). Furthermore, the polypectomy specimens from those patients who developed perforation all contained significant muscularis propria. Lipomatous polyps that are identified at endoscopy to be greater than or equal to 2 cm in diameter and to have a limited pedicle are at the greatest risk for endoscopic perforation. "
4,"Protecting the vasculature: an eye toward the future. Although calcium antagonists were originally developed for use in the management of patients with angina pectoris, they are now used in the management of other cardiovascular disorders, including hypertension. More recently, the calcium antagonists have been under investigation for their potential protective role in atherosclerosis. Coupled with these new possibilities for therapeutic use are the development of new, long-acting, tissue-specific calcium antagonists. Amlodipine belongs to this group, and although it is a dihydropyridine-based calcium antagonist, its pharmacologic profile differs from that of other dihydropyridine-based calcium antagonists. Differences include: different pH optimum for receptor binding, different rates of association and dissociation, and differences in allosteric interaction with the diltiazem and verapamil binding sites. Amlodipine, when given orally to rabbits receiving a high-cholesterol diet, reduces atheroma formation. Evidence of its ability to protect the vasculature is provided by its ability to significantly increase (p less than 0.001) survival in stroke-prone hypertensive rats. "
1,"Upper tract tumours following cystectomy for bladder cancer. Is routine intravenous urography worthwhile? The incidence and presentation of upper tract tumours were studied in 180 patients who had previously undergone cystectomy for transitional cell carcinoma of the bladder. Intravenous urography was performed routinely 3 months after cystectomy, 1 year later and at 3-yearly intervals thereafter. Ten patients developed upper tract tumours; 1 presented with loin pain and the remainder with haematuria. Six patients underwent nephroureterectomy and 5 of them lived for at least 4 years; 4 were inoperable and only 1 survived longer than 6 months. In this series, all patients with upper tract tumours presented with symptoms and routine intravenous urography failed to detect any asymptomatic lesions. Routine radiological assessment of the upper tracts to detect tumours is not justified following cystectomy. "
5,"Blunt renal trauma in childhood. Features indicating severe injury. The clinical presentation of children with blunt renal trauma may differ from that of adults. The clinical features at presentation of 50 consecutive children (20 severe injuries, no pedicle injuries) admitted over a period of almost 8 years were reviewed to determine if there were clinical clues to major renal trauma in childhood. Gross haematuria and low haematocrit were the most helpful factors at the time of presentation and correlated well with severe renal injury. Hypotension was seen in 4 patients and only 1 had severe renal trauma. Suspicion of a major renal injury should be high when there is gross haematuria or a low haematocrit. In this study only 1 of 20 patients with major renal injury demonstrated clinical signs of shock. Unlike adults, hypotension does not appear to be a reliable indicator of the severity of renal injury in children and diagnostic evaluation should not be reserved only for those in shock. "
5,"Effect of inflammatory mediators on airway nerves and muscle. The neuromuscular mechanisms underlying airway hyperresponsiveness have been reviewed on the basis of studies of the changes induced by ozone inhalation in dogs. In vivo, there is increased, nonspecific airway hyperresponsiveness based on studies of the response to inhaled acetylcholine or histamine. The underlying inflammatory mechanism involves release of LTB4 and/or other chemotactic agents from epithelial or lumenal cells, ingress of macrophages, neutrophils, and platelets from the blood vessels between the muscle and epithelium, and migration of mast cells into the epithelium. The hyperresponsiveness seems to depend upon the influx of neutrophils and actions of thromboxane A2 released from the neutrophils. In vitro, there is increased responsiveness to field stimulation of cholinergic nerves and to acetylcholine (not to KCI) in tracheal strips. These effects can be mimicked by a thromboxane A2 analog (U44619). In the sucrose gap, the TxA2 analog does not affect the excitatory junction potential, but in low concentration it increases and prolongs a series of fading membrane oscillations closely related to the contractions. We consider these oscillations to reflect ongoing release and/or action of acetylcholine. In high concentrations the analog causes a small depolarization and a tonic contraction, but it does not enhance the sensitivity to acetylcholine. TxA2 may be acting either presynaptically or postsynaptically or both to produce these effects; however, changes in release of an epithelial-derived relaxing factor do not seem to be involved. We conclude that TxA2 actions probably underlie hyperresponsiveness developed in vivo and in vitro after ozone inhalation. "
1,"Prospective randomized comparison of intravesical with percutaneous bacillus Calmette-Guerin versus intravesical bacillus Calmette-Guerin in superficial bladder cancer. Conflicting reports of the necessity for percutaneous bacillus Calmette-Guerin (BCG) administration with intravesical BCG prompted us to evaluate its benefit in a randomized prospective comparison of intravesical versus intravesical with percutaneous BCG therapy. Intravesical Tice BCG was given in a dose of 50 mg. with or without percutaneous BCG weekly for 6 weeks, at 8, 10 and 12 weeks, at 6 months and every 6 months thereafter. Tumor recurrence was documented in 13 of 30 patients (43%) receiving only intravesical BCG and in 15 of 36 patients (42%) receiving intravesical plus percutaneous BCG. The addition of percutaneous BCG to intravesical therapy did not increase treatment efficacy in this study. "
3,"Fulminant hepatitis after lisinopril administration. A case of fulminant hepatitis in a patient taking lisinopril for 5 weeks for arterial hypertension is reported. Jaundice, fever, myalgia, and marked increase in serum aminotransferase activities occurred after 2 weeks of treatment. Continuation of lisinopril administration for 3 weeks after the onset of jaundice was associated with the development of grade III encephalopathy and a marked decrease in prothrombin and proaccelerin levels. This case strongly suggests that lisinopril may induce acute hepatitis and that continuation of the treatment after the onset of jaundice can lead to life-threatening hepatic failure. "
2,"Importance of the omentum in the development of intra-abdominal metastases. Areas of trauma are preferred sites for metastatic tumour growth. In extensive intra-abdominal tumour recurrence the omentum is invariably involved. The importance of the omentum in the development of tumours at sites of intra-abdominal trauma has been investigated. Colonic anastomoses were performed in Hooded-Lister rats with and without omentectomy. Animals received intraluminal or intraperitoneal injections of a syngeneic tumour. With intraluminal injection, tumour occurred at the anastomosis and in the omentum in 38 and 43 per cent of animals respectively but following omentectomy the values were 14 and 9 per cent (omental remnant). With intraperitoneal administration tumour occurred in 53 per cent at the anastomosis and in 79 per cent in the omentum compared with 16 and 29 per cent (in omental remnant) following omentectomy. In this model a reduced ability of an anastomosis to support 'seeded' tumour following removal of the omentum is demonstrated and the development of local recurrence from spilled tumour cells during operation may be enhanced by, or be dependent on, the proximity of the omentum. "
1,"The impact of the U.S. Preventive Services Task Force guidelines on cancer screening: perspective from the National Cancer Institute. The U.S. Preventive Services Task Force evaluated the medical literature, utilizing strict criteria to judge the merits of experimental trials designed to show benefit in screening for cancer. For individuals at normal risk, the task force was not able to make recommendations for or against screening for colorectal, prostate, skin, oral, or testicular cancers. Only one physical-examination cancer-screening procedure has ever been tested in a randomized trial. During the past 27 years, the National Cancer Institute (NCI) has funded six randomized screening trials. Thus far, only one has shown a decrease in mortality. Recognizing the limitations of such trials, the NCI published ""Working Guidelines for Early Cancer Detection."" Designed for the practicing physician, these guidelines were based upon the best available evidence and on the judgment of representatives of medical professional organizations. "
2,"Ischemic intestinal complications in patients with burns. Enteral bacterial translocation has been implicated as a major cause of morbidity in instances of trauma, but little clinical evidence of the loss of intestinal mucosal integrity has been documented. A retrospective review of the medical and autopsy records of all patients admitted between 1982 and 1988 was performed to describe the incidence of intestinal pathologic findings. Of all deaths, a total of 53 per cent of adults (greater than 18 years old) and 61 per cent of children (zero to 17 years old) were noted to have ischemic intestinal pathologic findings on autopsy, ranging from superficial necrosis to full thickness mucosal necrosis extending into the omentum. More than 80 per cent of these patients were septic at the time of death, with endogenous intestinal flora species most frequently identified as the causative agent. Less than 1 per cent (n = 16) of the patients admitted were clinically identified with intestinal pathologic examination, surgically explored and underwent resection of the intestine. Despite intervention, this group suffered a 69 per cent mortality rate. Although the documentation of bacterial translocation in a human model may be obscured by other potential sources of contamination, for example, burn wound, in combination with the immunosuppression inherent to the thermally injured, may lead to bacterial contamination of the systemic circulation and, therefore, may be a significant contributor to morbidity and mortality after thermal injury. "
3,"Discordant nephron function. A pathogenic factor in hypertension and its vascular complications of stroke and heart attack. Morphologic evidence from patients with essential hypertension and Goldblatt-type hypertension reveals a subpopulation of narrowed afferent arterioles to ischemic nephrons. These ischemic nephrons, responding individually to their perception of underperfusion, secrete renin. In response, the normal nephrons are in adaptive natriuresis and have appropriately shut off their renin production. Nevertheless, they are affected adversely by the discordant renin-angiotensin II arising from the ischemic nephrons' presence, which exerts an unwanted sodium-retaining effect on the proximal tubules of the adapting nephrons. The end result is elevated blood pressure from too much sodium retention for the level of renin activity, that is, an abnormal renin-sodium product. Thus, ""normal"" renin levels in a hypertensive individual are abnormal because healthy kidneys shut off renin production entirely when blood pressure rises. This construction explains why angiotensin converting enzyme inhibition often corrects ""normal"" renin hypertension. Although such hypertension may be partly sodium-mediated as a consequence of inappropriate sodium retention by the normal and ischemic nephrons, the source of the problem lies in the renin production from ischemic nephrons. The correct treatment, then, is an antirenin therapy designed to block renin synthesis or secretion or angiotensin II formation or action. In view of modern studies suggesting that renin excesses also correlate with an increased risk of heart attack and stroke, the role of antirenin and antiangiotensin agents in treatment assumes additional relevance. "
1,"Serum tumor markers and patient allocation to good-risk and poor-risk clinical trials in patients with germ cell tumors. The allocation of patients with advanced germ cell tumors (GCT) to different treatment programs based on clinical characteristics is standard in the design of clinical trials today. Studies have shown that substantial differences exist between entry criteria and that these differences could influence the outcome of clinical trials. The factors contributing to these differences are not clear due to patient selection biases. Two hundred five unselected and consecutive patients allocated to and treated in good-risk and poor-risk treatment programs at Memorial Sloan-Kettering Cancer Center (MSKCC) were reassigned risk status by the Indiana University (IU) Classification. The results were compared with those of the Southeastern Cancer Study Group (SECSG). The results using both criteria indicated substantial agreement in total end results and the identification of good-risk patients. The results in poor-risk patients differed substantially, with 39 patients (19%) classified as poor-risk by MSKCC criteria and 66 (32%) by Indiana criteria. The major discrepancy occurred in IU Stage 7, in which 26 of 32 patients (81%) achieved a complete response. The major factor contributing to this difference in risk assignment was the use of serum tumor markers. Serum tumor markers must be incorporated into risk assignment criteria for GCT clinical trials to minimize the number of good-risk GCT patients in poor-risk trials. "
4,"The role of endoscopic injection sclerotherapy in the management of bleeding peristomal varices. Peristomal varices usually occur in patients with enterostomies who develop portal hypertension, and represent a cause of recurrent or intractable gastrointestinal bleeding. Treatment options for such bleeding include surgical ligation of varices, stoma revision with devascularization, injection sclerotherapy, portacaval shunt, or liver transplantation. We reviewed the records of seven patients with peristomal varices, who were followed for a mean of 17 months after diagnosis. Fourteen episodes of clinically significant peristomal bleeding occurred in six patients. Surgical ligation of varices was ineffective in controlling bleeding in two of three patients, although stoma revision with devascularization was temporarily effective in two other patients. Injection sclerotherapy, used in three patients, effectively controlled acute bleeding without serious complications or need for surgery. Definitive treatment for peristomal bleeding (portacaval shunt or liver transplantation) has prevented any further bleeding in three patients for a mean of 8 months after surgery. "
5,"Human ehrlichiosis: a rickettsial disease associated with severe cholestasis and multisystemic disease. We report an unusual case of a typically canine rickettsial disease, ehrlichiosis, in a 56-year-old man. Although only occasionally affecting humans with a mild illness, exposure to a tick bite in our patient led to severe multisystemic disease with intense cholestasis. Coma, acute renal failure and respiratory failure requiring mechanical ventilation ensued. Imaging procedures showed no biliary obstruction. A liver biopsy demonstrated bile stasis and sinusoidal lymphoid infiltrates. The diagnosis was confirmed serologically. Only partial improvement occurred with tetracycline therapy, but total resolution of all abnormalities eventually followed therapy with chloramphenicol. "
3,"Cerebrospinal fluid eicosanoid levels: endogenous PGD2 and LTC4 synthesis by antigen-presenting cells that migrate to the central nervous system. We analyzed CSF from patients with multiple sclerosis, patients with other neurologic diseases, and healthy controls for the presence of prostaglandin (PG) E2, F2 alpha, D2, I, A, and leukotriene (LT) C4. Control CSF had little measurable PGs or LTs. CSF eicosanoids from patients with progressive MS were increased. We found PGD2 only in MS CSF. CSF monocytes from patients in active disease produced significantly increased PGD, PGE, and LTC4 than paired peripheral blood monocytes and monocytes from healthy controls. We saw no significant difference in LTC4 production between MS and control peripheral blood monocytes. "
1,"An analysis of abnormalities of the retinoblastoma gene in human ovarian and endometrial carcinoma. The altered expression of the human retinoblastoma (RB) gene has been demonstrated to play an important role in the pathogenesis of RB and other tumors. To determine whether the RB gene might be involved in the pathogenesis of human ovarian and endometrial cancer, DNA from 24 human ovarian tumors, 3 normal ovaries, 3 endometrial carcinomas, and 1 endometrial hyperplasia was examined with an RB complementary DNA probe. Evidence for homozygous deletion of the RB gene was observed in only one specimen. Interestingly, the specimen was an endometrioid tumor of the ovary of low malignant potential (LMP). This patient experienced rapid progression of the tumor and died 8 months after diagnosis. Abnormalities of the RB gene may be involved in the aggressive biologic behavior of certain forms of ovarian carcinoma, particularly those of LMP. "
4,Transcatheter treatment of splenic artery aneurysms (SAA). Report of two cases. Splenic artery embolization with steel coils was performed in two patients who both had large splenic artery aneurysms and hepatic cirrhosis complicated by hypersplenism. A good clinical effect was noticed after the procedure. It was concluded that this treatment is safe and effective and decreases the risk of splenic artery rupture. It also corrects hypersplenism. Transcatheter embolization appears to be a preferable alternative to surgery in such cases. 
5,"Hospital setting and fetal death during labor among women at low risk. Intrapartum fetal death in low-risk women at term is a rare obstetric outcome. This is difficult to study because few data sets contain an adequate number of cases for meaningful analysis. This study used data from the 1980 National Natality Survey and National Fetal Mortality Survey, merged with an American Hospital Association annual survey for the same year, to determine whether the frequency of intrapartum fetal death in low-risk women varied by the hospital setting for birth. Stratified analysis was used to assess the relation of level of hospital for delivery with intrapartum fetal death, with control for potential confounding factors. As the level of available perinatal technology decreased, the frequency of intrapartum fetal death increased (odds ratio, 2.0 for Level II and 3.3 for Level I, as compared with Level III hospitals). Even when early neonatal deaths were considered, perinatal mortality remained lowest at Level III facilities (odds ratio, 1.6 for Level II and 2.7 for Level I, as compared with Level III hospitals). The components of intrapartum surveillance that are most effective in the reduction of perinatal mortality have not been identified. "
1,"Central nervous system haemangioblastoma: a clinical and genetic study of 52 cases. Fifty two cases of haemangioblastoma were reviewed for their clinical, genetic and prognostic features. Of 34 patients with apparently isolated cerebellar lesions, postoperative outcome was good in 79%. Six isolated spinal lesions presented more insidiously and morbidity was related to incomplete resection. Twelve (23%) of the patients definitely had von Hippel-Lindau disease (VHLD). The true proportion may be higher as this diagnosis was not definitely excluded in many of the remainder; only ten patients with seemingly isolated cerebellar tumours were appropriately investigated and two had evidence of VHLD. Four out of 26 cases (15%) with apparently completely resected, isolated, cerebellar lesions later developed recurrent tumours. Brainstem and supratentorial haemangioblastomas were rare and were always associated with VHLD. The cerebellar or spinal haemangioblastomas due to VHLD had no distinctive clinical features compared with isolated tumours and there was considerable overlap in age of onset between the two groups of cases. All patients with an apparently isolated CNS haemangioblastoma should be investigated for evidence of von Hippel-Lindau disease. "
4,"Angiotensin II levels in hypertensive and normotensive pregnancies. We measured circulating angiotension II by radioimmunoassay in women with pregnancy-induced hypertension (n = 54), and compared these values with those obtained in women with normal pregnancy (n = 18) and in non pregnant women (n = 20). Pregnant women had statistically significantly higher plasma angiotensin II [mean (SD): 41.3 (12.6) pg/ml] than non-pregnant women [29.2 (11.3) pg/ml; P less than 0.004]. Angiotensin II concentrations in women with pregnancy-induced hypertension [mean (SD): 31.7 (16.2) pg/ml] were, on average, 25% lower than in normal pregnancy (P less than 0.003) and resembled those obtained in non-pregnant women. The lowest angiotensin II levels were found in women with more severe forms of pregnancy-induced hypertension, such as proteinuric or superimposed pregnancy-induced hypertension. Review of the published studies on angiotensin II and our data suggest that the conflict among studies on angiotensin II levels in pregnancy-induced hypertension is largely due to the heterogeneity of the study populations in the various reports. "
1,"Mutational activation of the c-Ha-ras gene in liver tumors of different rodent strains: correlation with susceptibility to hepatocarcinogenesis. The frequency and pattern of mutations at codon 61 of the c-Ha-ras gene have been analyzed in 195 liver tumors and 132 precancerous liver lesions from various rodent strains with differing susceptibility to hepatocarcinogenesis. By using the polymerase chain reaction and allele-specific oligonucleotide hybridization, C----A transversions at the first base and A----T transversions or A----G transitions at the second base of c-Ha-ras codon 61 were detected in 20-60% of spontaneous or carcinogen-induced liver tumors of the C3H/He, CBA, CF1, and B6C3F1 mouse strains, which are highly susceptible to hepatocarcinogenesis. No such mutations, however, could be found in any of the 31 liver tumors of the insensitive C57BL/6J and BALB/c mouse strains or in any of the 35 liver tumors of the comparatively resistant Wistar rat. Further analyses of c-Ha-ras codon 12 mutations in liver tumors from the three insensitive rodent strains also failed to give any positive results. In early precancerous liver lesions, c-Ha-ras codon 61 mutations were found in 13-14% of lesions of the sensitive C3H/He and B6C3F1 mouse strains but not in any of the 34 lesions of the insensitive C57BL/6J mouse. Taken together, our results indicate a close correlation between the mutational activation of the c-Ha-ras gene in liver tumors of the different rodent strains and their susceptibility to hepatocarcinogenesis, whereby the mutations appear to provide a selective growth advantage, leading to a clonal expansion of the mutated liver cell population, only in livers of sensitive but not of insensitive strains. "
4,"Evaluation of preload reserve during isometric exercise testing in patients with old myocardial infarction: Doppler echocardiographic study. To estimate the preload reserve in response to an increase in afterload in patients with old myocardial infarction, the relation between the Doppler echocardiographic inflow velocity pattern and left ventricular end-diastolic pressure was investigated during isometric handgrip exercise testing. The study population consisted of 16 normal subjects and 40 patients with old myocardial infarction. The 40 patients were subdivided into two groups according to left ventricular end-diastolic pressure at rest: group I (22 patients), less than 18 mm Hg; group II (18 patients), 18 mm Hg or more. At rest, the ratio of peak velocity in atrial contraction phase to peak velocity in early diastolic filling phase (A/E) was significantly higher in the patients with old myocardial infarction than in normal subjects; values in the two subgroups of myocardial infarction did not differ significantly. The A/E ratio and left ventricular end-diastolic pressure increased significantly during exercise in group I. Conversely, the change in left ventricular end-diastolic pressure during exercise in group II was significantly greater than that in group I, and was associated with a decrease in the A/E ratio. Thus, an atrial compensatory mechanism operated effectively in response to the increase in afterload in patients with a normal left ventricular filling pressure, whereas this compensatory mechanism deteriorated in patients with elevated left ventricular filling pressure due to a limited preload reserve. "
1,"Lung lobe torsion following lobectomy. Three cases of postoperative pulmonary lobe torsion were reported. Two of three showed hemorrhagic infarctions, and as a result underwent rethoracotomies and removal of the affected lobes. From these experiences, we consider that computed tomography (CT) and bronchofiberscopic examinations are useful for the diagnosis of advanced torsion. "
4,"Bronchial hyperreactivity in patients with mitral valve disease. To elicit the mechanism of bronchial hyperreactivity (BHR) in chronic heart failure (CHF), a methacholine inhalation test, pulmonary function test, and cardiac catheterization were performed in 19 patients with mitral valve disease (MVD), and the change of severity of BHR before and after mitral valve replacement (MVR) was also examined in seven of 19 patients with MVD. Sixteen of 19 patients with MVD showed significant increase in respiratory resistance in methacholine inhalation test, while all normal subjects did not. The maximal expiratory flow at 25 percent of vital capacity (Vmax25), a parameter of small airway disease, correlated significantly with log cumulative dose producing a 35 percent decrease in respiratory conductance (PD35Grs) (r = 0.536) and the duration of symptoms (r = -0.682). There was a significant correlation between log PD35Grs and mean pulmonary artery wedge pressure (r = -0.466). After MVR, log PD35Grs was significantly improved in all seven operated-on patients, although six patients retained BHR. We conclude that patients with long-term MVD have marked BHR and that BHR in long-term MVD is related to peripheral airway narrowing with organic remodeling, which was not ameliorated with MVR procedure, in addition to pulmonary congestion. "
5,"Perinatal grief and mourning. The grief and mourning that parents experience following a perinatal loss is as devastating as the loss of an older loved one. The pattern of mourning can be anticipated and interventions can be implemented. With proper help, the parents can pass through this catastrophic time in their lives with a minimum of scars. If the physician stops, reaches out, listens, and supports the parents, he or she can have a dramatic effect on the lives of these parents. In the same manner in which we started this paper, we close with a quotation from another parent who suffered a loss: Daughters may die, But why? For even daughters can't live with half a heart. Three days isn't much a life. But long enough to remember thin blue lips, uneven gasps in incubators, Racking breaths that cause a pain to those who watched. Long enough to remember I never held her Or felt her softness Or counted her toes. I didn't even know the color of her eyes. Dead paled hands not quite covered by the gown she Was to go home in. Moist earth smell. One small casket. And the tears. You see, I hold in my hand but souvenirs of an occasion. A sheet of paper filled with statistics, A certificate with smudged footprints, A tiny bracelet engraved ""Girl, Smith."" You say that you are sorry That you know how I feel. But you can't know because I don't feel. Not yet. "
1,"Long-term follow-up of patients with recurrent malignant gliomas treated with adjuvant adoptive immunotherapy. Between August 1986 and October 1987, the Denver Brain Tumor Research Group conducted a clinical trial using autologous human recombinant interleukin-2 (rIL-2)-activated lymphocytes to treat 20 patients with recurrent high-grade gliomas. The trial involved surgical resection and/or decompression followed by intracavitary implantation of lymphokine-activated killer (LAK) cells and autologous stimulated lymphocytes (ASL) along with rIL-2 in a plasma clot. One month later, stimulated lymphocytes and rIL-2 were infused through a Rickham reservoir attached to a catheter directed into the tumor bed. The LAK cells were rIL-2-activated peripheral blood lymphocytes cultured for 4 days; the ASL were lectin- and rIL-2-activated peripheral blood lymphocytes cultured for 10 days. Of the 20 patients treated, 11 were evaluated as a group (mean age, 44 years, range, 15-61 years; mean Karnofsky rating, 69, range, 50-100; mean Decadron dose at entry, 14 mg/d, range, 0-32). The average number of lymphocytes implanted was 7.6 x 10(9) (range, 1.9-27.5 x 10(9], together with 1 to 4 x 10(6) U of rIL-2. To date, 10 of the 11 patients died, all from recurrent tumor growth. The median overall survival time was 63 weeks (range, 36-201; mean, 86). The median survival time after immunotherapy was 18 weeks (range, 11-151; mean, 39). No significant difference in survival after immunotherapy was found between those patients who had received previous chemotherapy and those who had not. The use of steroids or prior chemotherapy did not influence the in vitro generation of ASL or LAK cells. "
3,"The efficacy of brainstem auditory evoked potentials in acoustic tumor surgery. As the identification of patients with small acoustic neuromas and salvageable hearing increases, intraoperative auditory nerve monitoring has been used increasingly in an attempt to improve the hearing preservation rate. Far-field recordings obtained by brainstem auditory evoked potentials (BAEP), at times enhanced by electrocochleography, have become a standard method of intraoperative auditory nerve assessment. To evaluate the usefulness of this monitoring technique, the hearing preservation results of a series of unmonitored acoustic tumor removals were compared to a series of patients monitored via the standard brainstem auditory evoked potentials. With comparable average tumor sizes, 4 of 7 unmonitored patients had hearing preserved at preoperative levels compared to 4 of 9 monitored patients. Neither preoperative BAEP assessments nor absolute tumor size were predictive of hearing preservation. This report brings into question the effectiveness of far-field intraoperative BAEP monitoring during acoustic tumor resection and suggests that direct auditory nerve monitoring may be more appropriate. "
4,"Outcome probabilities and life history after surgical mitral commissurotomy: implications for balloon commissurotomy. From 1967 to 1988, 339 patients with mitral stenosis underwent surgical commissurotomy, 103 with a closed and 236 with an open technique. The 1 month and 1, 5, 10 and 20 year overall survival rate was 99.7%, 99%, 95%, 87% and 59%, respectively, and the technique (open versus closed) was not a risk factor. Technique was also not a risk factor for a second mitral commissurotomy, subsequent mitral valve replacement, thromboembolism or poor functional status. Risk factors were older age at commissurotomy, black race, higher pulmonary vascular resistance, mitral leaflet calcification, left ventricular enlargement and postcommissurotomy mitral incompetence. The closed technique was a risk factor for mitral incompetence immediately after commissurotomy, but important incompetence developed in only 2 of the 103 patients undergoing closed commissurotomy. Mitral valve replacement was not required within 10 years in 78% of patients and within 20 years in 47%. Despite some increased prevalence of postcommissurotomy mitral incompetence and particularly in view of the considerable long-term likelihood of mitral valve replacement, initial therapy for most patients with mitral stenosis should probably be surgical closed (or percutaneous balloon) mitral commissurotomy. The equations developed in the present study can be used to predict and compare outcome probability after percutaneous balloon commissurotomy with that after surgical commissurotomy and to compare these with outcome probability after mitral valve replacement. "
5,"Efficacy of induction therapy in cadaveric renal transplantation comparing rabbit antithymocyte serum and Minnesota antilymphoblast globulin. From August 1986 to July 1989, 98 patients receiving primary cadaveric kidney transplants received either RATS (n = 50) or MALG (n = 48) during the induction phase of a quadruple immunosuppressive protocol. Patient groups were well matched. The duration of RATS and MALG treatment and the time of CyA induction were equivalent. Serum creatinine and rejection episodes up to 1 year were not statistically different. Hematologic side effects resulted in dose reduction of MALG in 42% of patients without adverse rejection results. In the RATS group, no dosage reductions were required. One-year patient survivals (96% to 100%), and 1-year graft survival (82% to 85%) were not significantly different in the 2 groups. Infectious complications were 30% higher in the MALG group and a significant factor in 2 deaths. Monitoring of lymphocyte subsets revealed insignificant differences in the percent of decrease of each cell population between MALG and RATS groups during induction. "
4,"Association of pneumothorax and hypotension with intraventricular haemorrhage. To test the hypothesis that acute hypotension resulting from pneumothorax would be associated with severe brain injury (grade 3 or 4 intraventricular haemorrhage), 67 very low birthweight (VLBW) infants of 32 weeks' gestation or less with respiratory distress syndrome and pneumothorax were studied. Thirty six had pneumothorax associated with systemic hypotension and 31 had pneumothorax with normal blood pressure. The groups were similar in gestational age and severity of their respiratory distress syndrome. Thirty two of 36 of infants with pneumothorax associated with hypotension (89%) had grade 3 or 4 intraventricular haemorrhage. This percentage was significantly greater than the percentage for infants with pneumothorax and normal blood pressure (three of 31, 10%). The risk ratio for grade 3 or 4 intraventricular haemorrhage for infants with pneumothorax associated with hypotension was 9.8 compared with neonates with pneumothorax and normal blood pressure. These observations are consistent with the hypothesis that systemic hypotension and cerebral hypoperfusion are important factors leading to intraventricular haemorrhage in VLBW infants. "
4,"Effect of 21-aminosteroid U-74006F on lipid peroxidation in subarachnoid clot. The present study was undertaken to investigate the effect of U-74006F on malondialdehyde (a by-product of lipid peroxidation) in subarachnoid clot. Eighteen cynomolgus monkeys were divided into three groups of six each. There were two U-74006F-treated groups, receiving doses of 0.3 or 1.0 mg/kg, and a placebo-treated group. Each monkey underwent baseline cerebral angiography followed by right-sided craniectomy and placement of subarachnoid clot around the middle cerebral artery (MCA). Treatment was administered intravenously every 8 hours for 6 days. Seven days after the experimental subarachnoid hemorrhage (SAH), angiography was repeated and the animals were killed. In the placebo-treated group, significant vasospasm occurred in the MCA on the side of the clot (p less than 0.01). After U-74006F treatment at both dosages, significantly less vasospasm developed in the clot-side MCA (p less than 0.01). The content of malondialdehyde was measured by both the thiobarbituric acid test and high-performance liquid chromatography (HPLC). Comparing the two methods, HPLC proved to be more accurate than the thiobarbituric acid test, especially for measurement of low concentrations of malondialdehyde. In the placebo-treated group, the malondialdehyde content was significantly increased in the Day 7 clot (p less than 0.05). In contrast, malondialdehyde content in freshly prepared clot was very low. In the 0.3-mg/kg U-74006F group, the malondialdehyde content of clot was significantly less at Day 7 compared to clot from the placebo-treated group (p less than 0.05). Although the malondialdehyde content of clot from the 1.0 mg/kg U-74006F-treated group was less than that of placebo, it was not significantly so. Malondialdehyde was not detected in the actual vessel wall of the MCA of any group. These results suggest that lipid peroxidation in subarachnoid clot may play a role in the pathogenesis of vasospasm and that the salutary effects of U-74006F in vasospasm may be mediated by a reduction of lipid peroxidation in SAH. "
5,"Helium-oxygen mixture in the treatment of postextubation stridor in pediatric trauma patients. OBJECTIVE: To assess the effectiveness of a helium-oxygen mixture in reducing post-extubation stridor in children hospitalized for burns or trauma. DESIGN: Randomized, controlled crossover trial. SETTING: Harborview Medical Center's Burn and Trauma ICUs from March to September 1989. PATIENTS: Children less than 15 yr old who were electively extubated and had symptoms of postextubation stridor, but required less than or equal to 35% oxygen. INTERVENTION: Each treatment (helium-oxygen and oxygen-supplemented room air) was given in random order for 15 min after extubation. MEASUREMENTS: Respiratory distress was assessed by a physician blinded to treatment order using a standard stridor score and clinical judgment. RESULTS: There were 13 children with 15 extubations; seven (47%) of 15 patients required subsequent treatment with racemic epinephrine or reintubation. Stridor scores were lower with helium-oxygen than with oxygen-supplemented room air (2.8 vs. 3.7, p less than .005), and helium-oxygen was preferred in eight of nine trials in which one treatment was clearly favored by the physician. CONCLUSION: Because helium-oxygen therapy can reduce stridor scores and is clinically preferred by physicians caring for stridorous children, it may be a useful adjunctive therapy in pediatric trauma patients with postextubation stridor. "
